"Unique Name","Title","Resource URL title","Resource URL","Creator"
"facebook-defence-community-organisation","Defence Community Organisation","Defence Community Organisation","https://www.facebook.com/DefenceCommunityOrganisation","Department of Defence"
"twitter-defence-jobs-aust","Defence Jobs Aust","@defencejobsaust","https://twitter.com/defencejobsaust","Department of Defence"
"facebook-defence-jobs-australia","Defence Jobs Australia","Defence Jobs Australia","https://www.facebook.com/DefenceJobsAustralia","Department of Defence"
"instagram-defence-jobs-australia","Defence Jobs Australia","@defencejobsaust","https://www.instagram.com/defencejobsaust/","Department of Defence"
"linkedin-defence-jobs-australia","Defence Jobs Australia","Defence Jobs Australia","https://www.linkedin.com/company/defence-force-recruiting","Department of Defence"
"twitter-defence-reserves-support","Defence Reserves","@ReservesSupport","https://twitter.com/ReservesSupport","Department of Defence"
"googleplus-defence-reserves-support","Defence Reserves Support","Defence Reserves Support","https://plus.google.com/+DefencereservessupportGovAuAbout/posts","Department of Defence"
"facebook-defence-reserves-support","Defence Reserves Support","Defence Reserves Support","https://www.facebook.com/ReservesSupport","Department of Defence"
"rss-defence-reserves-support","Defence Reserves Support","DRS news","http://feeds.feedburner.com/gov/XJuh","Department of Defence"
"linkedin-defence-science-and-technology-group","Defence Science and Technology Group","Defence Science and Technology Group","https://www.linkedin.com/company/defence-science-and-technology-organisation","Defence Science and Technology Group"
"twitter-defence-community-org","DefenceCommunityOrg","@DCO_AusDefence","https://twitter.com/DCO_AusDefence","Department of Defence"
"youtube-defence-jobs-australia","DefenceJobsAustralia","DefenceJobsAustralia","https://www.youtube.com/user/DefenceJobsAustralia/jobs","Department of Defence"
"youtube-department-of-agriculture-and-water-resources","Department of Agriculture and Water Resources","Department of Agriculture and Water Resources","https://www.youtube.com/user/AGDAFF","Department of Agriculture and Water Resources"
"rss-department-of-agriculture-and-water-resources","Department of Agriculture and Water Resources","RSS feeds","http://agriculture.gov.au/about/media-centre/rss-feeds","Department of Agriculture and Water Resources"
"facebook-dept-of-agriculture-and-water-resources-graduates","Department of Agriculture and Water Resources Graduates","Department of Agriculture and Water Resources Graduates","https://www.facebook.com/Department-of-Agriculture-and-Water-Resources-Graduates-307893285991390/","Department of Agriculture and Water Resources"
"facebook-dept-of-education-and-training-graduate-programme","Department of Education and Training Graduate Programme","Department of Education and Training Graduate Programme","https://www.facebook.com/DepartmentofEducationandTrainingGraduateProgramme","Department of Education and Training"
"facebook-dept-of-employment-graduate-programme","Department of Employment Graduate Programme","Department of Employment Graduate Programme","https://www.facebook.com/DepartmentEmploymentGradProgramme","Department of Jobs and Small Business"
"rss-department-of-finance","Department of Finance","RSS feed","http://www.finance.gov.au/blog/feed/","Department of Finance"
"youtube-department-of-finance","Department of Finance Australia","Department of Finance Australia","https://www.youtube.com/user/DepartmentOfFinance","Department of Finance"
"youtube-department-of-foreign-affairs-and-trade","Department of Foreign Affairs and Trade","Department of Foreign Affairs and Trade","https://www.youtube.com/user/dfat","Department of Foreign Affairs and Trade"
"flickr-department-of-foreign-affairs","Department of Foreign Affairs and Trade","DFAT photo library","https://www.flickr.com/photos/dfataustralianaid/","Department of Foreign Affairs and Trade"
"youtube-australian-aid-video-library","Department of Foreign Affairs and Trade – Australian Aid video library","Department of Foreign Affairs and Trade – Australian Aid video library","https://www.youtube.com/user/DFATAustralianAid","Department of Foreign Affairs and Trade"
"googleplus-department-of-health","Department of Health","Department of Health","https://plus.google.com/115773539901402492627/about","Department of Health"
"rss-department-of-health","Department of Health","Latest news RSS feed","http://www.health.gov.au/internet/main/publishing.nsf/xml/rssLatestNews.xml","Department of Health"
"twitter-department-of-health","Department of Health","@healthgovau","https://twitter.com/healthgovau","Department of Health"
"youtube-department-of-health","Department of Health","Department of Health","https://www.youtube.com/user/healthgovau","Department of Health"
"youtube-department-of-human-services","Department of Human Services","Department of Human Services","https://www.youtube.com/user/HumanServicesGovAU","Department of Human Services"
"googleplus-department-of-human-services","Department of Human Services","Department of Human Services","https://plus.google.com/+humanservicesgovau/posts","Department of Human Services"
"facebook-department-of-human-services","Department of Human Services","Department of Human Services","https://www.facebook.com/HumanServicesAU","Department of Human Services"
"facebook-dept-of-human-services-national-graduate-program","Department of Human Services National Graduate Program","Department of Human Services National Graduate Program","https://www.facebook.com/Grads4HumanServ","Department of Human Services"
"facebook-immigration-and-border-protection","Department of Immigration and Border Protection","Department of Immigration and Border Protection","https://www.facebook.com/DIBPAustralia","Department of Home Affairs"
"linkedin-department-of-industry-innovation-and-science","Department of Industry, Innovation and Science","Department of Industry, Innovation and Science","https://www.linkedin.com/company/department-of-innovation-industry-science-and-research","Department of Industry, Innovation and Science"
"youtube-department-of-industry-innovation-and-science","Department of Industry, Innovation and Science","Department of Industry, Innovation and Science","https://www.youtube.com/user/InnovationGovAu","Department of Industry, Innovation and Science"
"facebook-dept-of-industry-innovation-and-science-graduate-development-program","Department of Industry, Innovation and Science Graduate Development Program","Department of Industry, Innovation and Science Graduate Development Program","https://www.facebook.com/Industrygrads/","Department of Industry, Innovation and Science"
"youtube-dept-of-social-services","Department of Social Services","Department of Social Services","https://www.youtube.com/user/fahcsia","Department of Social Services"
"rss-department-of-social-services","Department of Social Services","Department of Social Services, Australian Government (XML feed)","https://www.dss.gov.au/rss.xml","Department of Social Services"
"flickr-department-of-the-environment","Department of the Environment","Department of the Environment","https://www.flickr.com/photos/envirogov/","Department of the Environment and Energy"
"rss-department-of-the-environment-and-energy","Department of the Environment and Energy","News feeds","http://www.environment.gov.au/about-us/media-centre/news-feeds","Department of the Environment and Energy"
"linkedin-department-of-the-environment-and-energy","Department of the Environment and Energy","Department of the Environment and Energy","https://www.linkedin.com/company/department-of-the-environment-and-energy/","Department of the Environment and Energy"
"linkedin-department-of-the-prime-minister-and-cabinet","Department of the Prime Minister and Cabinet","Department of the Prime Minister and Cabinet","https://www.linkedin.com/company/department-of-the-prime-minister-and-cabinet","Department of the Prime Minister and Cabinet"
"flickr-department-of-veterans-affairs","Department of Veterans' Affairs (Australia)","Department of Veterans' Affairs (Australia)","https://www.flickr.com/photos/abcarchives/","Department of Veterans' Affairs"
"twitter-dept-ag-and-water","Dept Ag & Water","@DeptAgNews","https://twitter.com/DeptAgNews","Department of Agriculture and Water Resources"
"twitter-dept-communications","Dept Communications","@CommsAu","https://twitter.com/commsau","Department of Communications and the Arts"
"twitter-dept-of-defence","Dept of Defence","@DeptDefence","https://twitter.com/DeptDefence","Department of Defence"
"twitter-dept-of-finance","Dept of Finance","@AusGovFinance","https://twitter.com/AusGovFinance","Department of Finance"
"twitter-dept-of-industry","Dept of Industry","@IndustryGovAu","https://twitter.com/IndustryGovAu","Department of Industry, Innovation and Science"
"youtube-dept-comms-au","DeptCommsAu","DeptCommsAu","https://www.youtube.com/user/DeptCommsAu","Department of Communications and the Arts"
"youtube-dept-environment","DeptEnvironment","DeptEnvironment","https://www.youtube.com/user/DeptEnvironment","Department of the Environment and Energy"
"twitter-dfat","DFAT","@dfat","https://twitter.com/DFAT","Department of Foreign Affairs and Trade"
"instagram-dibp-australia","DIBP Australia","@dibpaustralia","https://www.instagram.com/dibpaustralia/","Department of Home Affairs"
"twitter-dibp-australia","DIBP Australia","@DIBPAustralia","https://twitter.com/DIBPAustralia","Department of Home Affairs"
"twitter-digital-health-au","Digital Health AU","@AuDigitalHealth","https://twitter.com/AuDigitalHealth","Australian Digital Health Agency"
"facebook-digital-transformation-agency","Digital Transformation Agency","Digital Transformation Agency","https://www.facebook.com/DigitalTransformationAgency","Digital Transformation Agency"
"linkedin-digital-transformation-agency","Digital Transformation Agency","Digital Transformation Agency","https://www.linkedin.com/company/digital-transformation-office","Digital Transformation Agency"
"youtube-digital-transformation-office","Digital Transformation Office","Digital Transformation Office","https://www.youtube.com/channel/UCmDkFN3UlK2wSKDQQhd-Y-A","Digital Transformation Agency"
"twitter-donate-life-today","Donate Life Today","@DonateLifeToday","https://twitter.com/DonateLifeToday","Organ and Tissue Authority"
"facebook-donate-life","DonateLife","DonateLife","https://www.facebook.com/DonateLifeAustralia","Organ and Tissue Authority"
"twitter-michele-bruniges","Dr Michele Bruniges","@EduSecretaryAU","https://twitter.com/EduSecretaryAu","Department of Education and Training"
"podcast-dst-group","DST Group","Podcasts","http://www.dst.defence.gov.au/media-centre/podcasts","Defence Science and Technology Group"
"twitter-dst-group","DST Group","@DefenceScience","https://twitter.com/DefenceScience","Defence Science and Technology Group"
"youtube-dst-group","DST Group","DST Group","https://www.youtube.com/user/DSTOvideo","Defence Science and Technology Group"
"googleplus-dst-group","DST Group","DST Group","https://plus.google.com/110278908913622235579/about","Defence Science and Technology Group"
"twitter-dta","DTA","@DTA","https://twitter.com/DTA","Digital Transformation Agency"
"facebook-dva-aus","DVA Aus","DVA Aus","https://www.facebook.com/DVAAus","Department of Veterans' Affairs"
"twitter-dva-australia","DVA Australia","@DVAAus","https://twitter.com/DVAAus","Department of Veterans' Affairs"
"youtube-dva-aus","DVAAus","DVAAus","https://www.youtube.com/user/DVAAus/feed","Department of Veterans' Affairs"
"twitter-eat-for-health-aus","eatforhealthaus","@eatforhealthaus","https://twitter.com/eatforhealthaus","National Health and Medical Research Council"
"youtube-education-services-australia","Education Services Australia","Education Services Australia","https://www.youtube.com/user/EducationServicesAus","Education Services Australia Limited"
"googleplus-education-services-australia","Education Services Australia","Education Services Australia","https://plus.google.com/u/0/100145772552506651409/posts","Education Services Australia Limited"
"linkedin-education-services-australia","Education Services Australia","Education Services Australia","https://www.linkedin.com/company/education-services-australia","Education Services Australia Limited"
"facebook-education-services-australia","Education Services Australia","Education Services Australia","https://www.facebook.com/EdServAus/","Education Services Australia Limited"
"twitter-edu-media-au","EduMediaAU","@EduMediaAU","https://twitter.com/EduMediaAU","Department of Education and Training"
"twitter-edu-spokesperson","Eduspokesperson","@Eduspokesperson","https://twitter.com/Eduspokesperson","Department of Education and Training"
"twitter-efic","Efic","@Efic_au","https://twitter.com/efic_au","Export Finance and Insurance Corporation"
"youtube-efic","Efic","Efic","https://www.youtube.com/user/EFICAustralia","Export Finance and Insurance Corporation"
"linkedin-efic","Efic (Export Finance and Insurance Corporation)","Efic (Export Finance and Insurance Corporation)","https://www.linkedin.com/company/793150","Export Finance and Insurance Corporation"
"twitter-employment-gov-au","EmploymentGovAU","@EmploymentGovAU","https://twitter.com/employmentgovau","Department of Jobs and Small Business"
"blog-engage-and-learn","Engage and Learn","Engage and Learn","http://nma.gov.au/blogs/education/","National Museum of Australia"
"blog-engage-blogs","Engage blogs","Engage blogs","http://www.acma.gov.au/theACMA/engage-blogs/engage-blogs/All-blogs","Australian Communications and Media Authority"
"twitter-environment-gov-au","environment.gov.au","@envirogov","https://twitter.com/envirogov","Department of the Environment and Energy"
"twitter-environmental-water","Environmental Water","@theCEWH","https://twitter.com/theCEWH","Department of the Environment and Energy"
"twitter-esa","ESA","@EdServAus","https://twitter.com/EdServAus","Education Services Australia Limited"
"twitter-esafety-office","eSafetyOffice","@eSafetyOffice","https://twitter.com/esafetyoffice","Office of the eSafety Commissioner"
"googleplus-ewater","eWater","eWater","https://plus.google.com/113910025712144380930/about","eWater Ltd."
"twitter-ewater","eWater","@eWater_","https://twitter.com/ewater_","eWater Ltd."
"facebook-ewater","eWater","eWater","https://www.facebook.com/eWaterLtd","eWater Ltd."
"youtube-ewater","eWater","eWater","https://www.youtube.com/user/eWaterCRC","eWater Ltd."
"twitter-export-awards","Export Awards","@exportawards","https://twitter.com/exportawards","Australian Trade and Investment Commission"
"rss-fair-work-ombudsman","Fair Work Ombudsman","RSS feeds","https://www.fairwork.gov.au/website-information/staying-up-to-date/rss","Fair Work Ombudsman"
"twitter-fair-work-ombudsman","Fair Work Ombudsman","@fairwork_gov_au","https://twitter.com/fairwork_gov_au","Fair Work Ombudsman"
"youtube-fairwork-ombudsman","Fair Work Ombudsman","Fair Work Ombudsman","https://www.youtube.com/user/FairWorkGovAu/featured","Fair Work Ombudsman"
"facebook-fairworkgovau","fairwork.gov.au","fairwork.gov.au","https://www.facebook.com/fairwork.gov.au","Fair Work Ombudsman"
"twitter-family-court-of-aust","Family Court of Aust","@FamilyCourtAU","https://twitter.com/FamilyCourtAU","Family Court of Australia"
"youtube-family-court-of-australia","Family Court of Australia","Family Court of Australia","https://www.youtube.com/user/familycourtAU","Family Court of Australia"
"facebook-family-update","Family Update","Family Update","https://www.facebook.com/familyupdateAU","Department of Human Services"
"twitter-family-update","Family Update","@FamilyUpdateAU","https://twitter.com/FamilyUpdateAU","Department of Human Services"
"twitter-farm-diversity","Farm Diversity","@farmdiversity","https://twitter.com/farmdiversity","AgriFutures Australia"
"instagram-farm-diversity","Farm Diversity","@farmdiversity","https://www.instagram.com/farmdiversity/","AgriFutures Australia"
"twitter-fed-cct-court","Federal Circuit Court","@FedCctCourtAu","https://twitter.com/FedCctCourtAU","Federal Circuit Court of Australia"
"blog-find-and-connect","Find & Connect web resource blog","Find &amp; Connect web resource blog","http://www.findandconnectwrblog.info/","Find & Connect Web Resource Project"
"twitter-find-and-connect-web-res","Find&ConnectWebRes","@FaCWebResource","https://twitter.com/FaCWebResource","Find & Connect Web Resource Project"
"youtube-find-and-connect-channel","FindandConnect's channel","FindandConnect's channel","https://www.youtube.com/user/FindandConnect/","Find & Connect Web Resource Project"
"blog-flag-post","FlagPost","FlagPost","http://www.aph.gov.au/FlagPost","Department of Parliamentary Services"
"linkedin-food-standards-australia-new-zealand","Food Standards Australia New Zealand","Food Standards Australia New Zealand","https://www.linkedin.com/company/food-standards-australia-new-zealand/","Food Standards Australia New Zealand"
"rss-food-standards-australia-new-zealand","Food Standards Australia New Zealand","RSS feed (XML)","http://www.foodstandards.gov.au/_layouts/feed.aspx?xsl=1&web=/news&page=7fe55eba-5133-4ea3-91f4-a2c64a7d50fe&wp=7f4727fc-b86e-485d-82f7-e10fbc82f131&pageurl=/news/Pages/default.aspx","Food Standards Australia New Zealand"
"facebook-food-standards-australia-new-zealand","Food Standards Australia New Zealand (FSANZ)","Food Standards Australia New Zealand (FSANZ)","https://www.facebook.com/Food.Standards","Food Standards Australia New Zealand"
"twitter-food-standards-aus-nz","FoodStandardsAusNZ","@FSANZnews","https://twitter.com/FSANZNews","Food Standards Australia New Zealand"
"facebook-foreign-affairs-and-trade-grad-program","Foreign Affairs and Trade Grad Program","Foreign Affairs and Trade Grad Program","https://www.facebook.com/DFATGradProgram","Department of Foreign Affairs and Trade"
"youtube-fsanz","FSANZ","FSANZ","https://www.youtube.com/user/foodstandardsanz","Food Standards Australia New Zealand"
"twitter-future-land-warfare","Future Land Warfare","@flwaustralia","https://twitter.com/flwaustralia","Department of Defence"
"twitter-gbrmpa","GBRMPA","@gbrmarinepark","https://twitter.com/gbrmarinepark","Great Barrier Reef Marine Park Authority"
"twitter-geoscience-australia","Geoscience Australia","@GeoscienceAus","https://twitter.com/GeoscienceAus","Geoscience Australia"
"rss-geoscience-australia","Geoscience Australia","RSS feeds","http://www.ga.gov.au/news-events/newsletters/subscribe","Geoscience Australia"
"youtube-geoscience-australia","GeoscienceAustralia","GeoscienceAustralia","https://www.youtube.com/user/GeoscienceAustralia","Geoscience Australia"
"rss-govcms","govCMS","RSS feed (XML)","https://www.govcms.gov.au/rss.xml","Department of Finance"
"facebook-governor-general-of-australia","Governor-General of Australia","Governor-General of Australia","https://www.facebook.com/GovernorGeneralAustralia","Office of the Official Secretary to the Governor-General"
"linkedin-grains-research-and-development-corporation","Grains Research and Development Corporation","Grains Research and Development Corporation","https://www.linkedin.com/company/thegrdc","Grains Research and Development Corporation"
"podcast-grains-research-and-development-corporation","Grains Research and Development Corporation","Driving Agronomy Podcasts","https://grdc.com.au/Driving-Agronomy","Grains Research and Development Corporation"
"rss-grains-research-and-development-corporation","Grains Research and Development Corporation","RSS feeds","https://grdc.com.au/rss","Grains Research and Development Corporation"
"facebook-grains-research-and-development-corporation","Grains Research and Development Corporation","Grains Research and Development Corporation","https://www.facebook.com/theGRDC","Grains Research and Development Corporation"
"twitter-grdc","GRDC","@theGRDC","https://twitter.com/theGRDC/","Grains Research and Development Corporation"
"flickr-great-barrier-reef-marine-park","Great Barrier Reef Marine Park","Great Barrier Reef Marine Park","https://www.flickr.com/photos/great-barrier-reef-marine-park","Great Barrier Reef Marine Park Authority"
"instagram-great-barrier-reef-marine-park","Great Barrier Reef Marine Park","@gbrmarinepark","https://www.instagram.com/gbrmarinepark/","Great Barrier Reef Marine Park Authority"
"facebook-great-barrier-reef-marine-park","Great Barrier Reef Marine Park","Great Barrier Reef Marine Park","https://www.facebook.com/GreatBarrierReefMarinePark","Great Barrier Reef Marine Park Authority"
"linkedin-great-barrier-reef-marine-park","Great Barrier Reef Marine Park Authority","Great Barrier Reef Marine Park Authority","https://www.linkedin.com/company/great-barrier-reef-marine-park-authority","Great Barrier Reef Marine Park Authority"
"instagram-green-army","Green Army","@greenarmygov","https://www.instagram.com/GreenArmyGov/","Department of the Environment and Energy"
"facebook-green-army","Green Army Gov","Green Army Gov","https://www.facebook.com/pages/Green-Army-Gov/239752646186147","Department of the Environment and Energy"
"twitter-green-army-gov","GreenArmyGov","@GreenArmyGov","https://twitter.com/GreenArmyGov","Department of the Environment and Energy"
"twitter-gregory-andrews","Gregory Andrews","@TSCommissioner","https://twitter.com/TSCommissioner","Department of the Environment and Energy"
"facebook-hank-jongen","Hank Jongen","Hank Jongen","https://www.facebook.com/officialhankjongen","Department of Human Services"
"twitter-hank-jongen","Hank Jongen","@HankJongen","https://twitter.com/HankJongen","Department of Human Services"
"twitter-harmony-day","Harmony Day","@HarmonyDay_AU","https://twitter.com/HarmonyDay_AU","Department of Social Services"
"instagram-harmony-day","Harmony Day Australia","@harmonyday_au","https://www.instagram.com/harmonyday_au/","Department of Social Services"
"facebook-harmony-day-au","Harmony Day_AU","Harmony Day_AU","https://www.facebook.com/HarmonyDayAUS","Department of Social Services"
"facebook-headspace","headspace","headspace","https://www.facebook.com/headspaceAustralia","headspace National Youth Mental Health Foundation Ltd"
"twitter-headspace","headspace","@headspace_aus","https://twitter.com/headspace_aus","headspace National Youth Mental Health Foundation Ltd"
"instagram-headspace","headspace","@headspace_aus","https://www.instagram.com/headspace_aus/","headspace National Youth Mental Health Foundation Ltd"
"youtube-headspace-australia","headspaceAustralia","headspaceAustralia","https://www.youtube.com/user/headspaceAustralia/","Department of Health"
"twitter-health-star-rating","Health Star Rating","@healthstarsau","https://twitter.com/healthstarsau","Department of Health"
"twitter-healthdirect","Healthdirect","@healthdirectAU","https://twitter.com/healthdirectau","Healthdirect Australia Ltd"
"facebook-healthdirect","Healthdirect Australia","Healthdirect Australia","https://www.facebook.com/HealthdirectAustralia/","Healthdirect Australia Ltd"
"linkedin-healthdirect-australia","Healthdirect Australia","Healthdirect Australia","https://www.linkedin.com/company/healthdirect-australia","Healthdirect Australia Ltd"
"twitter-healthinfonet","HealthInfoNet","@HealthInfoNet","https://twitter.com/healthinfonet","Edith Cowan University"
"twitter-herbarium-canb","Herbarium CANB","@ANHCANB","https://twitter.com/anhcanb/","Centre for Australian National Biodiversity Research"
"twitter-hort-innovation","Hort Innovation","@Hort_Au","https://twitter.com/hort_au","Horticulture Innovation Australia"
"facebook-horticulture-innovation-australia","Horticulture Innovation Australia","Horticulture Innovation Australia","https://www.facebook.com/hortinnovation","Horticulture Innovation Australia"
"twitter-human-services","Human Services","@HumanServicesAU","https://twitter.com/HumanServicesAU","Department of Human Services"
"twitter-iba","IBA","@IndigenousBizAU","https://twitter.com/IndigenousBizAU","Indigenous Business Australia"
"twitter-ideas-boom-au","IdeasBoomAu","@IdeasBoomAu","https://twitter.com/IdeasBoomAu","Department of Industry, Innovation and Science"
"twitter-idpwd","IDPwD","@IDPwD","https://twitter.com/idpwd","Department of Social Services"
"twitter-ihpa-news","IHPAnews","@IHPAnews","https://twitter.com/IHPAnews","Independent Hospital Pricing Authority"
"facebook-indigenous-australian-public-service-careers","Indigenous Australian Public Service Careers","Indigenous Australian Public Service Careers","https://www.facebook.com/APSIndigenouscareers","Australian Public Service Commission"
"facebook-indigenous-business-australia","Indigenous Business Australia","Indigenous Business Australia","https://www.facebook.com/IndigenousBusinessAustralia","Indigenous Business Australia"
"youtube-indigenous-business-australia","Indigenous Business Australia","Indigenous Business Australia","https://www.youtube.com//user/ausgoviba","Indigenous Business Australia"
"linkedin-indigenous-business-australia","Indigenous Business Australia","Indigenous Business Australia","https://www.linkedin.com/company/indigenous-business-australia","Indigenous Business Australia"
"twitter-indigenous-land-corp","Indigenous Land Corp","@IndigLandCorp","https://twitter.com/indiglandcorp","Indigenous Land Corporation"
"linkedin-indigenous-land-corporation","Indigenous Land Corporation","Indigenous Land Corporation","https://www.linkedin.com/company/indigenous-land-corporation","Indigenous Land Corporation"
"facebook-indigenous-land-corporation","Indigenous Land Corporation","Indigenous Land Corporation","https://www.facebook.com/","Indigenous Land Corporation"
"youtube-indigenous-land-corporation","Indigenous Land Corporation","Indigenous Land Corporation","https://www.youtube.com/user/IndigenousLandCorp","Indigenous Land Corporation"
"facebook-indigenousgovau","Indigenous.gov.au","Indigenous.gov.au","https://www.facebook.com/indigenous.gov.au","Department of the Prime Minister and Cabinet"
"instagram-indigenousgovau","indigenous.gov.au","@indigenous_gov","https://www.instagram.com/indigenous_gov/","Department of the Prime Minister and Cabinet"
"youtube-indigenousgovau","IndigenousGovAu","IndigenousGovAu","https://www.youtube.com/user/IndigenousGovAu","Department of the Prime Minister and Cabinet"
"twitter-indigenous-gov","indigenous_gov","@indigenous_gov","https://twitter.com/indigenous_gov","Department of the Prime Minister and Cabinet"
"instagram-innovation-and-science-agenda","Innovation & Science Agenda","@innovationscienceau","https://www.instagram.com/innovationscienceau/","Department of Industry, Innovation and Science"
"twitter-innovationxchange","innovationXchange","@dfat_iXc","https://twitter.com/dfat_iXc","Department of Foreign Affairs and Trade"
"twitter-inspector-general-tax","Inspector-GeneralTax","@Insp_Gen_Tax","https://twitter.com/insp_gen_tax","Inspector-General of Taxation"
"facebook-international-day-of-people-with-disability-australia","International Day of People with Disability – Australia","International Day of People with Disability – Australia","https://www.facebook.com/idpwd","Department of Social Services"
"twitter-ip-australia","IP Australia","@IPAustralia","https://twitter.com/IPAustralia","IP Australia"
"linkedin-ip-australia","IP Australia","IP Australia","https://www.linkedin.com/company/ip-australia","IP Australia"
"facebook-ip-australia","IP Australia - Official","IP Australia - Official","https://www.facebook.com/ipaustralia.gov.au","IP Australia"
"youtube-ip-australia","IPAustralia","IPAustralia","https://www.youtube.com/user/IPAustralia","IP Australia"
"facebook-jobactive","jobactive","jobactive","https://www.facebook.com/jobactive","Department of Jobs and Small Business"
"blog-jobactive","jobactive find the right fit blog","jobactive find the right fit blog","https://jobsearch.gov.au/jobactive-blog/","Department of Jobs and Small Business"
"youtube-jobactive","jobactive, powered by JobSearch","jobactive, powered by JobSearch","https://www.youtube.com/channel/UCg4lwFor7pFWdhZ5jm15W3g","Department of Jobs and Small Business"
"twitter-john-sheridan","John Sheridan","@AusGovCTO","https://twitter.com/AusGovCTO","Department of Finance"
"blog-land-power-forum","Land Power Forum","Land Power Forum","http://www.army.gov.au/Our-future/Blog","Department of Defence"
"facebook-learning-potential-australia","Learning Potential Australia","Learning Potential Australia","https://www.facebook.com/Learning-Potential-Australia-438495296322310/","Department of Education and Training"
"twitter-literacy-numeracy-week","LiteracyNumeracyWeek","@LitNumWeek","https://twitter.com/LitNumWeek","Department of Education and Training"
"rss-livecorp","LiveCorp","RSS feed (XML)","http://www.livecorp.com.au/sp/rss","Australian Livestock Export Corporation Ltd"
"linkedin-livecorp-australian-livestock-export-corporation","LiveCorp - Australian Livestock Export Corporation","LiveCorp - Australian Livestock Export Corporation","https://www.linkedin.com/company/australian-livestock-export-corporation","Australian Livestock Export Corporation Ltd"
"blog-living-safe-together","Living Safe Together blog","Living Safe Together blog","http://livingsafetogether.govspace.gov.au/","Attorney-General's Department"
"youtube-low-aromatic-unleaded","Low Aromatic Unleaded","Low Aromatic Unleaded","https://www.youtube.com/channel/UCIdrVVjxBMP83bsB_mtPGAw","Department of the Prime Minister and Cabinet"
"facebook-malcolm-turnbull","Malcolm Turnbull","Malcolm Turnbull","https://www.facebook.com/malcolmturnbull/","Department of the Prime Minister and Cabinet"
"youtube-maritime-museum","Maritime Museum","Maritime Museum","https://www.youtube.com/user/MaritimeMuseum","Australian National Maritime Museum"
"twitter-md-basin-authority","MD Basin Authority","@MD_Basin_Auth","https://twitter.com/mD_Basin_Auth","Murray-Darling Basin Authority"
"facebook-mdba","MDBA","MDBA","https://www.facebook.com/MDBAuth","Murray-Darling Basin Authority"
"youtube-mdba-media","mdbamedia","mdbamedia","https://www.youtube.com/user/mdbamedia","Murray-Darling Basin Authority"
"twitter-meat-and-livestock-aus","Meat & Livestock Aus","@meatlivestock","https://twitter.com/meatlivestock","Meat and Livestock Australia "
"rss-meat-and-livestock-australia","Meat and Livestock Australia","RSS feeds","http://www.mla.com.au/About-MLA/News-and-media/Subscribe","Meat and Livestock Australia "
"facebook-meat-and-livestock-australia","Meat and Livestock Australia","Meat and Livestock Australia","https://www.facebook.com/meatandlivestockaustralia","Meat and Livestock Australia "
"youtube-meatandlivestock","meatandlivestock","meatandlivestock","https://www.youtube.com/user/meatandlivestock","Meat and Livestock Australia "
"blog-migration-blog","Migration Blog","Migration Blog","http://migrationblog.border.gov.au/","Department of Home Affairs"
"twitter-mikta-australia","MIKTA Australia","@AusMIKTA","https://twitter.com/AusMIKTA","Department of Foreign Affairs and Trade"
"twitter-mindmatters","MindMatters","@Mind__Matters","https://twitter.com/Mind__Matters","Beyond Blue Ltd"
"facebook-mindmatters-australia","MindMatters Australia","MindMatters Australia","https://www.facebook.com/MindMattersAustralia","Beyond Blue Ltd"
"linkedin-mindmatters-australia","MindMatters, Australia","MindMatters, Australia","https://www.linkedin.com/company/mindmatters-au","Beyond Blue Ltd"
"youtube-moneysmartau","MoneySmartAu","MoneySmartAu","https://www.youtube.com/user/MoneySmartAu","Australian Securities and Investments Commission"
"facebook-moneysmartau","MoneySmartAu","MoneySmartAu","https://www.facebook.com/MoneySmartAu","Australian Securities and Investments Commission"
"twitter-moneysmart-team","MoneySmartTeam","@MoneySmartTeam","https://twitter.com/MoneySmartTeam","Australian Securities and Investments Commission"
"rss-murray-darling-basin-authority","Murray-Darling Basin Authority","RSS feed (XML)","http://www.mdba.gov.au/site.xml","Murray-Darling Basin Authority"
"facebook-moadoph","Museum of Australian Democracy at Old Parliament House","Museum of Australian Democracy at Old Parliament House","https://www.facebook.com/museumofaustraliandemocracy","Museum of Australian Democracy at Old Parliament House"
"youtube-museum-of-australian-democracy-at-old-parliament-house","Museum of Australian Democracy at Old Parliament House","Museum of Australian Democracy at Old Parliament House","https://www.youtube.com/channel/UCB2PUm8b1gI0Nhy0TU0kJ5w","Museum of Australian Democracy at Old Parliament House"
"flickr-museum-of-australian-democracy-at-oph","Museum of Australian Democracy at Old Parliament House","Museum of Australian Democracy at Old Parliament House","https://www.flickr.com/photos/old_parliament_house/","Museum of Australian Democracy at Old Parliament House"
"blog-moadoph","Museum of Australian Democracy at Old Parliament House blog","Museum of Australian Democracy at Old Parliament House blog","http://moadoph.gov.au/blog/","Museum of Australian Democracy at Old Parliament House"
"twitter-museum-of-aus-democracy","MuseumofAusDemocracy","@MoAD_Canberra","https://twitter.com/MoAD_Canberra","Museum of Australian Democracy at Old Parliament House"
"twitter-myfuture","myfuture","@myfutureAU","https://twitter.com/myfutureAU","Education Services Australia Limited"
"instagram-myfuture","myfuture","@myfuture_australia","https://www.instagram.com/myfuture_australia/","Education Services Australia Limited"
"facebook-myfuture","myfuture","myfuture","https://www.facebook.com/findingmyfuture","Education Services Australia Limited"
