"Unique Name","Title","Resource URL title","Resource URL","Creator"
"linkedin-australian-childrens-education-and-care-quality-authority","Australian Children's Education and Care Quality Authority","Australian Children's Education and Care Quality Authority","https://www.linkedin.com/company/australian-children's-education-and-care-quality-authority","Australian Children's Education and Care Quality Authority"
"facebook-australian-childrens-television-foundation","Australian Children's Television Foundation","Australian Children's Television Foundation","https://www.facebook.com/OzKidsTV/","Australian Children's Television Foundation"
"youtube-australian-childrens-television-foundation","Australian Children's Television Foundation","Australian Children's Television Foundation","https://www.youtube.com/c/ozkidstv","Australian Children's Television Foundation"
"youtube-australian-civil-military-centre","Australian Civil-Military Centre","Australian Civil-Military Centre","https://www.youtube.com/user/CivMilCoE","Australian Civil-Military Centre"
"facebook-australian-civil-military-centre","Australian Civil-Military Centre","Australian Civil-Military Centre","https://www.facebook.com/AusCivMilCen","Australian Civil-Military Centre"
"flickr-australian-civil-military-centre","Australian Civil-Military Centre","Australian Civil-Military Centre","https://www.flickr.com/photos/civmilcoe/albums","Australian Civil-Military Centre"
"rss-australian-commission-on-safety-and-quality-in-health-care","Australian Commission on Safety and Quality in Health Care","Safety and Quality (XML feed)","http://www.safetyandquality.gov.au/feed/","Australian Commission on Safety and Quality in Health Care"
"rss-australian-communications-and-media-authority","Australian Communications and Media Authority","Media rss feeds","http://www.acma.gov.au/theACMA/Newsroom/Newsroom/Media-releases/the-acma-media-rss-feeds","Australian Communications and Media Authority"
"linkedin-australian-communications-and-media-authority","Australian Communications and Media Authority (ACMA)","Australian Communications and Media Authority (ACMA)","https://www.linkedin.com/company/australian-communications-and-media-authority","Australian Communications and Media Authority"
"facebook-australian-criminal-intelligence-commission","Australian Criminal Intelligence Commission","Australian Criminal Intelligence Commission","https://www.facebook.com/ACIC","Australian Criminal Intelligence Commission"
"youtube-australian-criminal-intelligence-commission","Australian Criminal Intelligence Commission","Australian Criminal Intelligence Commission","https://www.youtube.com/channel/UCqD_JwFW4cto3JIjGxzOb8Q","Australian Criminal Intelligence Commission"
"facebook-dept-of-communications-and-the-arts-graduates","Australian Department of Communications and the Arts Graduates","Australian Department of Communications and the Arts Graduates","https://www.facebook.com/CommsAUGrads","Department of Communications and the Arts"
"facebook-department-of-health","Australian Department of Health","Australian Department of Health","https://www.facebook.com/healthgovau","Department of Health"
"linkedin-department-of-health","Australian Department of Health","Australian Department of Health","https://www.linkedin.com/company/15066","Department of Health"
"linkedin-department-of-immigration-and-border-protection","Australian Department of Immigration and Border Protection","Australian Department of Immigration and Border Protection","https://www.linkedin.com/company/department-of-immigration-and-border-protection","Department of Home Affairs"
"facebook-dept-of-the-environment-and-energy","Australian Department of the Environment and Energy","Australian Department of the Environment and Energy","https://www.facebook.com/envirogov/","Department of the Environment and Energy"
"youtube-australian-egg-corporation-ltd","Australian Egg Corporation Ltd","Australian Egg Corporation Ltd","https://www.youtube.com/user/YourEggsYourChoice","Australian Egg Corporation Ltd"
"facebook-australian-egg-corporation-ltd","Australian Egg Corporation Ltd - AECL","Australian Egg Corporation Ltd - AECL","https://www.facebook.com/YourEggsYourChoice","Australian Egg Corporation Ltd"
"rss-australian-electoral-commission","Australian Electoral Commission","AEC news","http://www.aec.gov.au/news/news-rss.xml","Australian Electoral Commission"
"flickr-australian-export-awards","Australian Export Awards","Australian Export Awards","https://www.flickr.com/photos/exportawards/","Australian Trade and Investment Commission"
"facebook-australian-families","Australian Families","Australian Families","https://www.facebook.com/FamiliesInAustralia","Department of Social Services"
"facebook-australian-federal-police","Australian Federal Police","Australian Federal Police","https://www.facebook.com/australianfederalpolice","Australian Federal Police"
"youtube-australian-federal-police","Australian Federal Police","Australian Federal Police","https://www.youtube.com/user/AustFederalPolice","Australian Federal Police"
"rss-australian-federal-police","Australian Federal Police","Australian Federal Police News Feed (XML feed)","https://www.afp.gov.au/feed/media-releases","Australian Federal Police"
"facebook-australian-film-television-and-radio-school","Australian Film Television and Radio School","Australian Film Television and Radio School","https://www.facebook.com/aftrs","Australian Film, Television and Radio School"
"youtube-australian-financial-security-authority","Australian Financial Security Authority","Australian Financial Security Authority","https://www.youtube.com/user/AFSAGovAu","Australian Financial Security Authority"
"rss-australian-fisheries-management-authority","Australian Fisheries Management Authority ","RSS feeds","http://feeds.feedburner.com/AustralianFisheriesManagementAuthority","Australian Fisheries Management Authority"
"rss-australian-government-bonds","Australian Government Bonds","RSS feed (XML)","http://australiangovernmentbonds.gov.au/feed/","Australian Office of Financial Management"
"youtube-department-of-education-and-training","Australian Government Department of Education and Training","Australian Government Department of Education and Training","https://www.youtube.com/user/EducationGovAU","Department of Education and Training"
"facebook-ict-entry-level-programs","Australian Government ICT Entry-level Programs","Australian Government ICT Entry-level Programs","https://www.facebook.com/ictentrylevel","Department of Finance"
"rss-australian-government-rss-feeds-by-portfolio","Australian Government RSS feeds by portfolio","Media releases and RSS feeds by portfolio","http://www.australia.gov.au/news-and-social-media/media-releases/media-releases-and-rss-feeds-by-portfolio","Digital Transformation Agency"
"linkedin-australian-government-solicitor","Australian Government Solicitor","Australian Government Solicitor","https://www.linkedin.com/","Australian Government Solicitor"
"twitter-australian-hansard","Australian Hansard","@AUS_Hansard","https://twitter.com/AUS_Hansard","Parliament of Australia"
"facebook-australian-health-practitioner-regulation-agency","Australian Health Practitioner Regulation Agency - AHPRA","Australian Health Practitioner Regulation Agency - AHPRA","https://www.facebook.com/ahpra.gov.au","Australian Health Practitioner Regulation Agency"
"twitter-australian-hearing","Australian Hearing","@Aus_Hearing","https://twitter.com/Aus_Hearing","Australian Hearing"
"linkedin-australian-hearing","Australian Hearing","Australian Hearing","https://www.linkedin.com/company/australian-hearing","Australian Hearing"
"facebook-australian-hearing","Australian Hearing","Australian Hearing","https://www.facebook.com/AustralianHearing","Australian Hearing"
"podcast-australian-human-rights-commission","Australian Human Rights Commission","Pod Rights","https://www.humanrights.gov.au/news/podrights/pod-rights-podcasts-australian-human-rights-commission","Australian Human Rights Commission"
"facebook-australian-human-rights-commission","Australian Human Rights Commission","Australian Human Rights Commission","https://www.facebook.com/aushumanrights","Australian Human Rights Commission"
"youtube-australian-human-rights-commission","Australian Human Rights Commission","Australian Human Rights Commission","https://www.youtube.com/user/AustralianHRC","Australian Human Rights Commission"
"flickr-australian-human-rights-commission","Australian Human Rights Commission","AusHumanRights","https://www.flickr.com/photos/23930202@N06/","Australian Human Rights Commission"
"youtube-australian-indigenous-healthinfonet","Australian Indigenous HealthInfoNet","Australian Indigenous HealthInfoNet","https://www.youtube.com/channel/UCftVbk_1fVQz2i_9TyQ1E2Q","Edith Cowan University"
"facebook-australian-indigenous-healthinfonet","Australian Indigenous HealthInfoNet","Australian Indigenous HealthInfoNet","https://www.facebook.com/AustralianIndigenousHealthInfoNet/","Edith Cowan University"
"linkedin-australian-institute-for-teaching-and-schools-leadership","Australian Institute for Teaching and School Leadership","Australian Institute for Teaching and School Leadership","https://www.linkedin.com/company/2911909","Australian Institute for Teaching and School Leadership"
"youtube-australian-institute-of-aboriginal-and-torres-strait-islander-studies-aiatsis","Australian Institute of Aboriginal and Torres Strait Islander Studies","Australian Institute of Aboriginal and Torres Strait Islander Studies","https://www.youtube.com/channel/UCMZ4IwpZEB-uLpSBzO2GQVQ","Australian Institute of Aboriginal and Torres Strait Islander Studies"
"rss-australian-institute-of-criminology","Australian Institute of Criminology","RSS feeds","http://aic.gov.au/rss_feeds.html","Australian Institute of Criminology"
"linkedin-australian-institute-of-criminology","Australian Institute of Criminology","Australian Institute of Criminology","http://au.linkedin.com/company/australian-institute-of-criminology","Australian Institute of Criminology"
"flickr-australian-institute-of-criminology","Australian Institute of Criminology","Australian Institute of Criminology","https://www.flickr.com/photos/109210368@N08/","Australian Institute of Criminology"
"facebook-australian-institute-of-criminology","Australian Institute of Criminology","Australian Institute of Criminology","https://www.facebook.com/australianinstituteofcriminology","Australian Institute of Criminology"
"podcast-australian-institute-of-family-studies","Australian Institute of Family Studies","Featured podcasts","https://aifs.gov.au/events/featured-podcasts","Australian Institute of Family Studies"
"facebook-australian-institute-of-family-studies","Australian Institute of Family Studies","Australian Institute of Family Studies","https://www.facebook.com/pages/Australian-Institute-of-Family-Studies/120734434625073","Australian Institute of Family Studies"
"rss-australian-institute-of-health-and-welfare","Australian Institute of Health and Welfare","Latest releases","http://feeds.feedburner.com/LatestAIHWPublicationReleases","Australian Institute of Health and Welfare"
"youtube-australian-institute-of-health-and-welfare","Australian Institute of Health and Welfare","Australian Institute of Health and Welfare","https://www.youtube.com/channel/UClGeY8v8epJoYYIIVLASXug/","Australian Institute of Health and Welfare"
"flickr-australian-institute-of-marine-science","Australian Institute of Marine Science","Australian Institute of Marine Science","https://www.flickr.com/photos/aims_gov_au/","Australian Institute of Marine Science"
"facebook-australian-institute-of-marine-science","Australian Institute of Marine Science","Australian Institute of Marine Science","https://www.facebook.com/australianmarinescience","Australian Institute of Marine Science"
"youtube-austn-institute-marine-science","Australian Institute of Marine Science","Australian Institute of Marine Science","https://www.youtube.com/user/AIMSscicomm","Australian Institute of Marine Science"
"facebook-australian-institute-of-sport","Australian Institute of Sport","Australian Institute of Sport","https://www.facebook.com/theAIS","Australian Sports Commission"
"podcast-australian-law-reform-commission","Australian Law Reform Commission","Podcasts","http://www.alrc.gov.au/news-media/podcast","Australian Law Reform Commission"
"youtube-australian-maritime-safety-authority","Australian Maritime Safety Authority","Australian Maritime Safety Authority","https://www.youtube.com/user/AMSAupdates","Australian Maritime Safety Authority"
"facebook-australian-maritime-safety-authority","Australian Maritime Safety Authority","Australian Maritime Safety Authority","https://www.facebook.com/AustralianMaritimeSafetyAuthority","Australian Maritime Safety Authority"
"facebook-australian-national-audit-office-graduate-program","Australian National Audit Office Graduate Program","Australian National Audit Office Graduate Program","https://www.facebook.com/ANAOGraduateProgram","Australian National Audit Office"
"facebook-australian-national-botanic-gardens","Australian National Botanic Gardens","Australian National Botanic Gardens","https://www.facebook.com/pages/Australian-National-Botanic-Gardens/205305304407","Australian National Botanic Gardens"
"flickr-anbg","Australian National Botanic Gardens","ANBG","https://www.flickr.com/photos/tags/ANBG/","Australian National Botanic Gardens"
"facebook-australian-national-herbarium","Australian National Herbarium","Australian National Herbarium","https://www.facebook.com/AustralianNationalHerbarium/","Centre for Australian National Biodiversity Research"
"flickr-australian-national-maritime-museum","Australian National Maritime Museum","Australian National Maritime Museum","https://www.flickr.com/photos/anmm","Australian National Maritime Museum"
"facebook-australian-national-maritime-museum","Australian National Maritime Museum","Australian National Maritime Museum","https://www.facebook.com/anmmuseum","Australian National Maritime Museum"
"facebook-australian-of-the-year-awards","Australian of the Year Awards","Australian of the Year Awards","https://www.facebook.com/pages/Australian-Bureau-of-Agricultural-Resource-Economics-Sciences-ABARES/157609254289602","National Australia Day Council"
"youtube-australian-of-the-year-awards","Australian of the Year Awards","Australian of the Year Awards","https://www.youtube.com/user/aotyawards","National Australia Day Council"
"facebook-australian-parliamentary-library","Australian Parliamentary Library","Australian Parliamentary Library","https://www.facebook.com/AustralianParliamentaryLibrary","Department of Parliamentary Services"
"twitter-australian-pbo","Australian PBO","@PBO_AU","https://twitter.com/PBO_AU","Parliamentary Budget Office"
"youtube-australian-public-service-commission","Australian Public Service Commission","Australian Public Service Commission","https://www.youtube.com/channel/UCFqXOCf11V-OuKsUtBWH3jg/feed","Australian Public Service Commission"
"rss-australian-radiation-protection-and-nuclear-safety-agency","Australian Radiation Protection and Nuclear Safety Agency","ARPANSA RSS feeds","http://www.arpansa.gov.au/AboutUs/rssFeeds.cfm","Australian Radiation Protection and Nuclear Safety Agency"
"facebook-australian-renewable-energy-agency","Australian Renewable Energy Agency","Australian Renewable Energy Agency","https://www.facebook.com/AustRenewableEnergyAgency/","Australian Renewable Energy Agency "
"youtube-australian-renewable-energy-agency","Australian Renewable Energy Agency","Australian Renewable Energy Agency","https://www.youtube.com/channel/UC5vGJawsPCALlYbunygOYqw","Australian Renewable Energy Agency "
"rss-australian-renewable-energy-agency","Australian Renewable Energy Agency","ARENA RSS feeds","http://arena.gov.au/rss-feeds/","Australian Renewable Energy Agency "
"linkedin-australian-renewable-energy-agency","Australian Renewable Energy Agency (ARENA)","Australian Renewable Energy Agency (ARENA)","https://www.linkedin.com/company/3546859","Australian Renewable Energy Agency "
"rss-australian-screen","Australian Screen","Latest additions","http://feeds.feedburner.com/aso-latest","National Film and Sound Archive"
"twitter-australian-senate","Australian Senate","@AuSenate","https://twitter.com/ausenate","Department of the Senate"
"rss-australian-signals-directorate","Australian Signals Directorate","Publications and media releases RSS feed (XML)","http://www.asd.gov.au/asdrss.xml","Department of Defence"
"youtube-australian-skills-quality-authority","Australian Skills Quality Authority","Australian Skills Quality Authority","https://www.youtube.com/user/ASQAvideos","Australian Skills Quality Authority"
"linkedin-australian-small-business-and-family-enterprise-ombudsman","Australian Small Business and Family Enterprise Ombudsman","Australian Small Business and Family Enterprise Ombudsman","https://www.linkedin.com/company/australian-small-business-and-family-enterprise-ombudsman","Office of the Australian Small Business and Family Enterprise Ombudsman"
"facebook-australian-small-business-and-family-enterprise-ombudsman","Australian Small Business and Family Enterprise Ombudsman","Australian Small Business and Family Enterprise Ombudsman","https://www.facebook.com/ASBFEO","Office of the Australian Small Business and Family Enterprise Ombudsman"
"twitter-australian-sport","Australian Sport","@Ausport","https://twitter.com/ausport","Australian Sports Commission"
"rss-australian-sports-anti-doping-authority","Australian Sports Anti-Doping Authority","RSS feed","https://www.asada.gov.au/news/rss.xml","Australian Sports Anti-Doping Authority"
"youtube-austn-sports-commission","Australian Sports Commission","Australian Sports Commission","https://www.youtube.com/user/ausport","Australian Sports Commission"
"rss-australian-sports-commission","Australian Sports Commission","ASC news feed","http://www.ausport.gov.au/about/news_rss_feed_asset","Australian Sports Commission"
"linkedin-australian-sports-foundation","Australian Sports Foundation","Australian Sports Foundation","https://www.linkedin.com/company/australian-sports-foundation","Australian Sports Foundation Ltd"
"facebook-australian-sports-foundation","Australian Sports Foundation","Australian Sports Foundation","https://www.facebook.com/AustralianSportsFoundation","Australian Sports Foundation Ltd"
"youtube-australian-sports-foundation","Australian Sports Foundation","Australian Sports Foundation","https://www.youtube.com/channel/UCJ9GvbGHsBo5M9to3cI4B7w","Australian Sports Foundation Ltd"
"instagram-australian-sports-foundation","Australian Sports Foundation","@aussportsfdn","https://www.instagram.com/aussportsfdn/","Australian Sports Foundation Ltd"
"facebook-australian-strategic-policy-institute","Australian Strategic Policy Institute","Australian Strategic Policy Institute","https://www.facebook.com/ASPI.org","Australian Strategic Policy Institute Ltd"
"flickr-australian-strategic-policy-institute","Australian Strategic Policy Institute","Australian Strategic Policy Institute","https://www.flickr.com/photos/aspicanberra/","Australian Strategic Policy Institute Ltd"
"rss-australian-strategic-policy-institute","Australian Strategic Policy Institute","RSS feed (XML)","https://aspi.org.au/rss","Australian Strategic Policy Institute Ltd"
"linkedin-australian-taxation-office","Australian Taxation Office","Australian Taxation Office","https://www.linkedin.com/company/australian-taxation-office","Australian Taxation Office"
"rss-australian-taxation-office","Australian Taxation Office","RSS news feeds","https://www.ato.gov.au/RSS-news-feeds.aspx","Australian Taxation Office"
"facebook-australian-taxation-office","Australian Taxation Office","Australian Taxation Office","https://www.facebook.com/atogovau","Australian Taxation Office"
"rss-australian-taxation-office-legal-database","Australian Taxation Office Legal Database","RSS news feeds","https://www.ato.gov.au/law/view/rss/index.htm","Australian Taxation Office"
"linkedin-australian-trade-and-investment-commission","Australian Trade and Investment Commission","Australian Trade and Investment Commission","https://www.linkedin.com/","Australian Trade and Investment Commission"
"facebook-australian-training-awards","Australian Training Awards","Australian Training Awards","https://www.facebook.com/australiantrainingawards","Department of Education and Training"
"linkedin-australian-training-awards","Australian Training Awards","Australian Training Awards","https://www.linkedin.com/company/australian-training-awards","Department of Education and Training"
"rss-austrac","Australian Transaction Reports and Analysis Centre","RSS feeds","http://austrac.gov.au/sitemap","Australian Transaction Reports and Analysis Centre"
"facebook-australian-transport-safety-bureau","Australian Transport Safety Bureau","Australian Transport Safety Bureau","https://www.facebook.com/atsbgovau","Australian Transport Safety Bureau"
"rss-australian-transport-safety-bureau","Australian Transport Safety Bureau","RSS feed (XML)","http://www.atsb.gov.au/updates.aspx","Australian Transport Safety Bureau"
"twitter-australian-treasury","Australian Treasury","@Treasury_AU","https://twitter.com/Treasury_AU",""
"instagram-australian-war-memorial","Australian War Memorial","@awmemorial","https://www.instagram.com/awmemorial/","Australian War Memorial"
"facebook-australian-war-memorial","Australian War Memorial","Australian War Memorial","https://www.facebook.com/AWMemorial","Australian War Memorial"
"flickr-australian-war-memorial","Australian War Memorial","Australian War Memorial collection","https://www.flickr.com/photos/australian-war-memorial/","Australian War Memorial"
"blog-australian-war-memorial","Australian War Memorial blog ","Australian War Memorial blog ","https://www.awm.gov.au/blog/","Australian War Memorial"
"youtube-australian-wool-innovation-ltd","Australian Wool Innovation Ltd","Australian Wool Innovation Ltd","https://www.youtube.com/user/AWIWoolProduction","Australian Wool Innovation Ltd"
"youtube-australian-army-hq","AustralianArmyHQ","AustralianArmyHQ","https://www.youtube.com/user/AustralianArmyHQ","Department of Defence"
"youtube-australian-hearing","australianhearing","australianhearing","https://www.youtube.com/channel/UCY9CotSZmuVXfcWJVgt5UCQ","Australian Hearing"
"youtube-australia-mint","australianmint","australianmint","https://www.youtube.com/channel/UC1Opm2kVz12GC1O0i3n0nSA","Royal Australian Mint"
"twitter-australian-screen","australianscreen","@australiascreen","https://twitter.com/australiascreen","National Film and Sound Archive"
"youtube-aust-war-memorial","AustWarMemorial","AustWarMemorial","https://www.youtube.com/user/AustWarMemorial","Australian War Memorial"
"twitter-beta-works","BetaWorks","@YourABS","https://twitter.com/YourABS","Australian Bureau of Statistics"
"twitter-biz-events-australia","Biz Events Australia","@MeetinAustralia","https://twitter.com/meetinaustralia","Tourism Australia"
"twitter-board-of-taxation","Board of Taxation","@TaxBoard_AU","https://twitter.com/TaxBoard_AU","Board of Taxation"
"twitter-bom-act","BOM ACT","@BOM_ACT","https://twitter.com/BOM_ACT","Bureau of Meteorology"
"twitter-bom-australia","BOM Australia","@BOM_au","https://twitter.com/BOM_au","Bureau of Meteorology"
"twitter-bom-nsw","BOM NSW","@BOM_NSW","https://twitter.com/BOM_NSW","Bureau of Meteorology"
"twitter-bom-nt","BOM NT","@BOM_NT","https://twitter.com/BOM_NT","Bureau of Meteorology"
"twitter-bom-queensland","BOM Queensland","@BOM_Qld","https://twitter.com/BOM_Qld","Bureau of Meteorology"
"twitter-bom-south-australia","BOM South Australia","@BOM_SA","https://twitter.com/BOM_SA","Bureau of Meteorology"
"twitter-bom-tasmania","BOM Tasmania","@BOM_Tas","https://twitter.com/BOM_Tas","Bureau of Meteorology"
"twitter-bom-victoria","BOM Victoria","@BOM_Vic","https://twitter.com/BOM_Vic","Bureau of Meteorology"
"twitter-bom-wa","BOM WA","@BOM_WA","https://twitter.com/BOM_WA","Bureau of Meteorology"
"youtube-border-tv","BorderTV","Border TV","https://www.youtube.com/user/ImmiTV","Department of Home Affairs"
"rss-bureau-of-infrastructure-transport-and-regional-economics","Bureau of Infrastructure, Transport and Regional Economics","RSS feeds","http://bitre.gov.au/rss/index.aspx","Bureau of Infrastructure, Transport and Regional Economics"
"facebook-bureau-of-meteorology","Bureau of Meteorology","Bureau of Meteorology","https://www.facebook.com/bureauofmeteorology","Bureau of Meteorology"
"rss-bureau-of-meteorology","Bureau of Meteorology","RSS feeds","http://www.bom.gov.au/rss/","Bureau of Meteorology"
"googleplus-bureau-of-meteorology","Bureau of Meteorology","Bureau of Meteorology","https://plus.google.com/+bureauofmeteorology/about","Bureau of Meteorology"
"blog-bureau-of-meteorology","Bureau of Meteorology blog ","Bureau of Meteorology blog","http://media.bom.gov.au/social/","Bureau of Meteorology"
"youtube-bureau-of-meteorology","BureauofMeteorology","BureauofMeteorology","https://www.youtube.com/user/BureauOfMeteorology","Bureau of Meteorology"
"twitter-businessgovau","business.gov.au","@business_gov_au","https://twitter.com/business_gov_au","Department of Industry, Innovation and Science"
"facebook-businessgovau","business.gov.au","business.gov.au","https://www.facebook.com/business.gov.au","Department of Industry, Innovation and Science"
"rss-businessgovau","business.gov.au","RSS feeds","https://www.business.gov.au/system/latest-news-and-features","Department of Industry, Innovation and Science"
"youtube-business-gov-au","BusinessGovAU","BusinessGovAu","https://www.youtube.com/user/BusinessGovAu","Department of Industry, Innovation and Science"
"twitter-cwealth-ombudsman","C'wealth Ombudsman","@CwealthOmb","https://twitter.com/CwealthOmb","Commonwealth Ombudsman"
"twitter-ca-royal-commission","CA Royal Commission","@CARoyalComm","https://twitter.com/CARoyalComm","Attorney-General's Department"
"twitter-cancer-australia","Cancer Australia","@CancerAustralia","https://twitter.com/CancerAustralia","Cancer Australia"
"twitter-casa","CASA","@CASABriefing","https://twitter.com/CASABriefing","Civil Aviation Safety Authority"
"youtube-casa-briefing","CASABriefing","CASABriefing","https://www.youtube.com/user/casabriefing","Civil Aviation Safety Authority"
"twitter-cefc","CEFC","@CEFCAus","https://twitter.com/CEFCAus","Clean Energy Finance Corporation"
"facebook-celebrate-australia-day","Celebrate Australia Day","Celebrate Australia Day","https://www.facebook.com/CelebrateAustraliaDay","National Australia Day Council"
"twitter-census-australia","Census Australia","@ABSCensus","https://twitter.com/ABSCensus","Australian Bureau of Statistics"
"facebook-census-australia","Census Australia","Census Australia","https://www.facebook.com/CensusAustralia","Australian Bureau of Statistics"
"youtube-census-aust","CensusAustralia","CensusAustralia","https://www.youtube.com/user/CensusAustralia","Australian Bureau of Statistics"
"facebook-central-land-council","Central Land Council","Central Land Council","https://www.facebook.com/CentralLC","Central Land Council"
"twitter-centrelink","Centrelink","@Centrelink","https://twitter.com/Centrelink","Department of Human Services"
"twitter-cfca-info-exchange","CFCA info exchange","@CFCAexchange","https://twitter.com/cfcaexchange","Australian Institute of Family Studies"
"twitter-australias-chief-scientist","Chief Scientist","@ScienceChiefAu","https://twitter.com/ScienceChiefAu/","Department of Industry, Innovation and Science"
"facebook-child-family-community-australia","Child Family Community Australia","Child Family Community Australia","https://www.facebook.com/CFCAexchange","Australian Institute of Family Studies"
"youtube-child-family-community-australia","Child Family Community Australia (CFCA)","Child Family Community Australia (CFCA)","https://www.youtube.com/channel/UCh-d6_0fOkjQjvY1ZIe_iTg","Australian Institute of Family Studies"
"blog-cfca-news-and-discussion","Child Family Community Australia news and discussion","Child Family Community Australia news and discussion","https://aifs.gov.au/cfca/news-discussion","Australian Institute of Family Studies"
"linkedin-civil-aviation-safety-authority","Civil Aviation Safety Authority","Civil Aviation Safety Authority","https://www.linkedin.com/company/civil-aviation-safety-authority-casa-/","Civil Aviation Safety Authority"
"rss-civil-aviation-safety-authority","Civil Aviation Safety Authority","RSS feed (XML)","https://www.casa.gov.au/rss.xml","Civil Aviation Safety Authority"
"facebook-civil-aviation-safety-authority","Civil Aviation Safety Authority – CASA","Civil Aviation Safety Authority - CASA","https://www.facebook.com/CivilAviationSafetyAuthority","Civil Aviation Safety Authority"
"youtube-clean-energy-finance-corporation","Clean Energy Finance Corporation","Clean Energy Finance Corporation","https://www.youtube.com/user/cefcau","Clean Energy Finance Corporation"
"linkedin-clean-energy-finance-corporation","Clean Energy Finance Corporation","Clean Energy Finance Corporation","https://www.linkedin.com/company/clean-energy-finance-corporation","Clean Energy Finance Corporation"
"linkedin-clean-energy-regulator","Clean Energy Regulator","Clean Energy Regulator","https://www.linkedin.com/company/clean-energy-regulator",""
"twitter-clean-energy-regulator","Clean Energy Regulator","@CERegulator","https://twitter.com/CERegulator","Clean Energy Regulator"
"facebook-clearinghouse-for-sport","Clearinghouse for Sport","Clearinghouse for Sport","https://www.facebook.com/clearinghouseforsport/","Australian Sports Commission"
"linkedin-clearinghouse-for-sport","Clearinghouse for Sport – Knowledge Network","Clearinghouse for Sport – Knowledge Network","https://www.linkedin.com/groups/4724698/profile","Australian Sports Commission"
"twitter-clearinghouse4sport","Clearinghouse4Sport","@C4S_AU","https://twitter.com/C4S_AU","Australian Sports Commission"
"twitter-cockatoo-island","Cockatoo Island","@CockatooIsland","https://twitter.com/CockatooIsland","Department of the Environment and Energy"
"instagram-cockatoo-island","Cockatoo Island Sydney Harbour","@cockatooisland","https://www.instagram.com/cockatooisland/","Sydney Harbour Federation Trust"
"facebook-cockatoo-island","Cockatoo Island, Sydney Harbour","Cockatoo Island, Sydney Harbour","https://www.facebook.com/CockatooIslandSydneyHarbour","Sydney Harbour Federation Trust"
"youtube-cockatoo-island-sydney","CockatooIslandSydney","CockatooIslandSydney","https://www.youtube.com/user/CockatooIslandSydney","Sydney Harbour Federation Trust"
"twitter-comcare","Comcare","@comcare_gov_au","https://twitter.com/comcare_gov_au","Comcare"
"linkedin-comcare","Comcare","Comcare","https://www.linkedin.com/company/comcare","Comcare"
"rss-comcare","Comcare","RSS feeds","http://www.comcare.gov.au/news__and__media/rss_feeds","Comcare"
"linkedin-commonwealth-treasury","Commonwealth Treasury","Commonwealth Treasury","https://www.linkedin.com/company/commonwealth-treasury/",""
"facebook-council-for-australian-arab-relations","Council for Australian-Arab Relations – CAAR","Council for Australian-Arab Relations - CAAR","https://www.facebook.com/AustArabCouncil","Department of Foreign Affairs and Trade"
"facebook-council-on-australia-latin-america-relations","Council on Australia Latin America Relations (COALAR)","Council on Australia Latin America Relations (COALAR)","https://www.facebook.com/coalardfat","Department of Foreign Affairs and Trade"
"twitter-crdc","CRDC","@CottonResearch","https://twitter.com/cottonresearch","Cotton Research and Development Corporation"
"twitter-creative-partnerships","Creative Partnerships","@CreativePships","https://twitter.com/CreativePships","Creative Partnerships Australia"
"facebook-creative-partnerships-australia","Creative Partnerships Australia ","Creative Partnerships Australia ","https://www.facebook.com/CreativePartnershipsAustralia","Creative Partnerships Australia"
"youtube-criminology-tv","CriminologyTV","CriminologyTV","https://www.youtube.com/user/CriminologyTV","Australian Institute of Criminology"
"instagram-csiro","CSIRO","@csirogram","https://www.instagram.com/csirogram/","CSIRO, the Commonwealth Scientific and Industrial Research Organisation"
"rss-csiro","CSIRO","CSIRO news releases (XML feed)","http://www.csiro.au/en/News/News-releases/RSSfeed","CSIRO, the Commonwealth Scientific and Industrial Research Organisation"
"youtube-csiro","CSIRO","CSIRO","https://www.youtube.com/user/csiro/featured","CSIRO, the Commonwealth Scientific and Industrial Research Organisation"
"facebook-csiro","CSIRO","CSIRO","https://www.facebook.com/pages/CSIRO/142468583842","CSIRO, the Commonwealth Scientific and Industrial Research Organisation"
"linkedin-csiro","CSIRO","CSIRO","https://www.linkedin.com/company/csiro","CSIRO, the Commonwealth Scientific and Industrial Research Organisation"
"twitter-csiro","CSIRO","@CSIROnews","https://twitter.com/CSIROnews","CSIRO, the Commonwealth Scientific and Industrial Research Organisation"
"blog-csiro-blog","CSIRO blog","CSIRO blog","https://blog.csiro.au/","CSIRO, the Commonwealth Scientific and Industrial Research Organisation"
"rss-dairy-australia","Dairy Australia","RSS feed (XML)","http://www.dairyaustralia.com.au/Standard-Items/Publication-Feed.aspx","Dairy Australia"
"twitter-dairy-australia","Dairy Australia","@Dairy_Australia","https://twitter.com/Dairy_Australia","Dairy Australia"
"facebook-dairy-australia","Dairy Australia","Dairy Australia","https://www.facebook.com/DairyAustralia/","Dairy Australia"
"youtube-dairyoz","DairyOz","DairyOz","https://www.youtube.com/user/dairyoz","Dairy Australia"
"blog-data-dialogue","Data-Dialogue ","Data-Dialogue ","http://blog.abs.gov.au/blog/datadialogue.nsf","Australian Bureau of Statistics"
"twitter-datagovau","data.gov.au","@datagovau","https://twitter.com/datagovau","Department of the Prime Minister and Cabinet"
"blog-datagovau","Data.gov.au blog","Data.gov.au blog","https://blog.data.gov.au/","Digital Transformation Agency"
